chapter_id,chapter_name,character,is_main_character,text,line_index,topic,topic_prob,sentiment_label,sentiment_score,sentiment
2c,Route Kanal,Citizen,False,"Hey, Dr. Freeman I had been hoping you would show up, got this airboat all gassed up and ready to go. Its gonna be tough dodging civil protection out there in the open, but drive hard and you will make it. You will find more help at station 7, just up the river, its the red barn. Climb on in, and fire her up. You had better get going now!",202,2,0.46756248416379137,positive,0.7199784517288208,positive
2d,Water Hazard,Citizen,False,Hey! You down there! Supplies!,203,2,1.0,neutral,0.5150891542434692,neutral
2d,Water Hazard,Citizen,False,Look out below!,204,7,0.4870460126695226,neutral,0.7764564752578735,neutral
2d,Water Hazard,Dr. Breen,True,"We now have direct confirmation of a disruptor in our midst, one who has acquired an almost meesianic reputation in the minds of certain citizens. His figure is synonymous with the darkest urges of instinct, ignorance, and decay. Some of the worst excesses of the Black Mesa incident have been laid directly at his feet. And yet unsophisticated minds continue to imbue him with romantic power. Giving him such labels as, the one free man, or the opener of the way. Let me remind all citizens of the dangers of magical thinking. We have scarcely begun to climb from the dark pit of our the evolution of our species. Let us not slide backward into oblivion, just as we have finally",205,-1,0.2596094213166908,negative,0.8238362669944763,negative
2d,Water Hazard,Begun To See The Light. If You See This So Called Free,False,"man, report him.",206,0,0.47696161188224695,negative,0.7327096462249756,negative
2d,Water Hazard,Civic Deeds Do Not Go Un,False,rewarded and likewise complicity with his cause will,207,-1,0.02221592202601794,neutral,0.825808048248291,neutral
2d,Water Hazard,Not Go Un,False,punished. Be wise. Be safe. Be aware.,208,0,1.0,neutral,0.7332713603973389,neutral
2d,Water Hazard,Citizen,False,Hey! You are freeman arent you?,209,1,0.4734178455951679,neutral,0.6240101456642151,neutral
2d,Water Hazard,Citizen,False,Well! I wouldnt believe it if I couldnt see it with my own eyes. Dr. Gordon Freeman himself!,210,1,0.5515922487275325,neutral,0.38832005858421326,neutral
2d,Water Hazard,Citizen,False,"You are just in time doc, we have gotta move out before the combine picks us up, we are getting ready to pull out.",211,2,1.0,neutral,0.6475396156311035,neutral
2d,Water Hazard,Citizen,False,"We better hurry, we have to tear down this camp before the combine gets here.",212,2,1.0,negative,0.5907935500144958,negative
2d,Water Hazard,Vortigaunt,True,Greetings to the Freeman.,213,1,0.6703310703746757,positive,0.78593909740448,positive
2d,Water Hazard,Citizen,False,"Come on in, I will show you what you are up against.",214,0,0.14221639790703555,positive,0.5179141759872437,positive
2d,Water Hazard,Citizen,False,Here take a look at this. This here is the dam just up ahead.,215,5,0.024471665610450787,neutral,0.8514984846115112,neutral
2d,Water Hazard,Citizen,False,"The hideout is here, a stones throw away from the apron and nestled in the old hydro plant. But getting there, with that hunter chopper on your ass, next to impossible. Good news is, the vorigaunt is working his magic on your airboat, so you will have a little more firepower going forward. I think he is just finishing up now. Go on out.",216,2,0.7741128963065845,positive,0.533605694770813,positive
2d,Water Hazard,Citizen,False,There we are. That gun came off of one of the same hunter choppers that you are up against. I always like to bring a little irony to a firefight.,217,-1,0.02918724192102131,negative,0.6282060146331787,negative
2d,Water Hazard,Vortigaunt,True,"The freeman will accept this weapon, or suffer greatly on the road ahead.",218,1,0.2381166357206995,negative,0.881452202796936,negative
2d,Water Hazard,Citizen,False,Farwell Dr. Freeman.,219,1,1.0,neutral,0.9336573481559753,neutral
2d,Water Hazard,Vortigaunt,True,For Freedom!,220,-1,0.06222802805376363,positive,0.5543649792671204,positive
2d,Water Hazard,Citizen,False,Give them hell doc.,221,1,1.0,negative,0.8784375786781311,negative
2e,Black Mesa East,Dr. Mossman,True,"We have got something. Okay, its human. Hello? Take it easy in there you are safe now. You will have to forgive the scanning process we cant take any chances.",222,2,1.0,positive,0.5399128794670105,positive
2e,Black Mesa East,Dr. Mossman,True,"Dr. Freeman? Gordon Freeman?! Is that you? You made it here this quickly? Well is Eli is going to be amazed, not to mention relieved. I am Dr. Mossman, Dr. Judith Mossman. I have been hearing about you since long before the Black Mesa incident. Oh! Black Mesa. I do so envy you working with Eli and Dr. Kliener when they were at the top of their field. Ah! There we go you can come through now.",223,1,0.3214757471680621,positive,0.9036691784858704,positive
2e,Black Mesa East,Dr. Mossman,True,I will take you down to Eli right away. He would never forgive me if I kept you waiting.,224,1,0.5544838122432906,negative,0.921008825302124,negative
2e,Black Mesa East,Dr. Mossman,True,"We could certainly use the extra help around here. We have covered a lot of ground in the last few months, but things would go much more faster if we had more people with your training. We are closing in on a reliable local teleport technology, something even the combine has not mastered. Eli thinks their portals are string based, similar to our Calabi-Yau model, but they have failed to factor in the dark energy equations. They can tunnel through from their universe, but once they are here they are dependent on local transportation. If they knew what we were doing with entanglement...",225,2,1.0,positive,0.7070910930633545,positive
2e,Black Mesa East,Dr. Mossman,True,"Oh listen to me, I sound like a post-doc. I am just so excited to think that we will finally get the chance to work together.",226,1,1.0,positive,0.9854410290718079,positive
2e,Black Mesa East,Dr. Mossman,True,"Were was I? Oh yes, Dr. Kliener compressed the xen relay far beyond anything he imagined at Black Mesa. We figured out how to use xen as an unexpressed axis, effectively a dimensional slingshot so we can swing around the borderworld and come back in local space without having to pass through.",227,2,1.0,positive,0.6245556473731995,positive
2e,Black Mesa East,Dr. Mossman,True,Oh! Here is Eli now.,228,1,0.666774730260532,positive,0.4860365092754364,positive
2e,Black Mesa East,Eli,True,Alright good you keep right on it.,229,-1,0.2761423603080558,positive,0.7862678170204163,positive
2e,Black Mesa East,Dr. Mossman,True,Eli! Look who I found in the airlock.,230,1,0.18287984617685601,neutral,0.5371460914611816,neutral
2e,Black Mesa East,Eli,True,"Gordon Freeman! Let me get a look at you man! My god man you havent changed one iota. How do you do it? Now lets see the last time I saw you, I sent you up for help after the resonance cascade. I never thought it would take you this long to get back to me. Welcome to the lab anyway, its not Black Mesa but it serves us well enough.",231,1,0.24377240826207303,negative,0.44143807888031006,negative
2e,Black Mesa East,Dr. Mossman,True,Its going to be a lot more like Black Mesa with Gordon here to help.,232,3,0.25292080206890877,neutral,0.6935495138168335,neutral
2e,Black Mesa East,Eli,True,"Right you are, M.I.T. graduates are few and far between these days. We will get you out of that hazard suit and back into your lab coat where you belong.",233,-1,0.31681394991460504,neutral,0.5619980096817017,neutral
2e,Black Mesa East,Dr. Mossman,True,Lemme just finish up some work and I will see what I can dig up. Dr. Freeman? It has been a real honor. I am looking forward to working together.,234,1,0.418906410175592,positive,0.9749307036399841,positive
2e,Black Mesa East,Eli,True,Feel free to look around.,235,7,0.30870791208481513,neutral,0.6667522192001343,neutral
2e,Black Mesa East,Alyx,True,"Ah! Gordon, the vorigaunts said you were here. I cannot believe you made it so quickly on foot.",236,3,1.0,positive,0.5061752796173096,positive
2e,Black Mesa East,Eli,True,I believe he broke your record honey.,237,-1,0.1146103294563144,positive,0.5606155395507812,positive
2e,Black Mesa East,Alyx,True,Well he earned it. I guess you proved you can handle yourself out there.,238,-1,0.020982224808568012,positive,0.8660098910331726,positive
2e,Black Mesa East,Eli,True,There is nothing Gordon cannot handle..with the possible exception of you.,239,3,0.3939296799510158,neutral,0.48927104473114014,neutral
2e,Black Mesa East,Alyx,True,Dad!,240,0,1.0,positive,0.8921413421630859,positive
2e,Black Mesa East,Eli,True,Haaaa,241,0,0.8039741873760354,positive,0.49172815680503845,positive
2e,Black Mesa East,Eli,True,Take a look at this Gordon.,242,3,1.0,neutral,0.8625463843345642,neutral
2e,Black Mesa East,Dr. Mossman,True,Alyx I though you were on watch?,243,4,1.0,neutral,0.9277196526527405,neutral
2e,Black Mesa East,Alyx,True,The vorigaunts relieved me show I could come see Gordon. Anyway I should be in here working on the portal.,244,3,1.0,positive,0.5076842308044434,positive
2e,Black Mesa East,Dr. Mossman,True,I have the repairs well in hand. Someone misjudged the capacity of the combine thyristor..,245,6,0.24398744697030644,neutral,0.6699337959289551,neutral
2e,Black Mesa East,Alyx,True,Are you blaming me?,246,0,0.26134906699485627,negative,0.6659157276153564,negative
2e,Black Mesa East,Dr. Mossman,True,No it was a calculation error not a mechanical problem.,247,6,1.0,negative,0.5849888324737549,negative
2e,Black Mesa East,Alyx,True,"Then maybe you should let me do the calculations next time, as well as the installing.",248,6,1.0,neutral,0.7960562109947205,neutral
2e,Black Mesa East,Dr. Mossman,True,"Alyx really, sometimes I think you deliberately misunderstand me.",249,4,0.40160060925272834,negative,0.7618818283081055,negative
2e,Black Mesa East,Eli,True,Ahem. Alyx why dont you take Gordon and show him the gravity gun.,250,4,0.2740597199171762,neutral,0.8103713989257812,neutral
2e,Black Mesa East,Alyx,True,"Sure, come on Gordon, lets go have some fun.",251,3,0.429815804692199,positive,0.8875684142112732,positive
2e,Black Mesa East,Dr. Mossman,True,The zero point field energy manipulator is not a toy Alyx,252,4,0.16983835623539345,negative,0.6639143824577332,negative
2e,Black Mesa East,Alyx,True,Lets get out of here.,253,0,1.0,negative,0.5643153190612793,negative
2e,Black Mesa East,Alyx,True,"So I seen you met Dr. Mossman, she is one of the main reasons I spend so much time outside. You should hear her drone on about how it should have been her in the Black Mesa test chamber that day. I am sorry I shouldnt be talking behind her back, it just gets a bit cluastraphobic down here.",254,8,0.06696295055104247,neutral,0.5543649792671204,neutral
2e,Black Mesa East,Alyx,True,Thats the old passage to Ravenholm. We dont go there anymore. Come on.,255,2,1.0,neutral,0.5736809372901917,neutral
2e,Black Mesa East,Alyx,True,"So here we are, the scrapyard. This is the gravity gun my father was talking about, you can call it the zero point energy field manipulator if you really want to.",256,4,0.14813518636206863,neutral,0.671764075756073,neutral
2e,Black Mesa East,Alyx,True,"Its designed for handling hazardous materials, but we mainly use it for heavy lifting. Give it a try. The primary trigger emits a charge, you can punt stuff and send it flying. I found it handy for clearing minefields. The secondary trigger lets you grab things, you can send them flying with the primary. Once you have picked something up, you can drop it gently by pressing your secondary trigger again. Pick up some stuff and toss it. You can also pull stuff over from a distance. Try grabbing those barrels from that ledge up there. All right.",257,4,0.11634058581795778,neutral,0.6305559873580933,neutral
2e,Black Mesa East,Alyx,True,"Now let me call dog, he loves to play fetch. Dog! Come!",258,0,1.0,positive,0.9440199136734009,positive
2e,Black Mesa East,Alyx,True,"Gordon this is dog, my dad built him to protect me when I was a kid.",259,3,1.0,neutral,0.6252203583717346,neutral
2e,Black Mesa East,First Model Way About Yay,False,high I have been adding to him ever since. Ok dog lets play catch with Gordon. You will need to use the gravity gun. Go ahead dog. Throw!,260,3,0.24607288503357347,positive,0.6147609949111938,positive
2e,Black Mesa East,Alyx,True,"Dog, go get your ball!",261,0,1.0,neutral,0.5278748273849487,neutral
2e,Black Mesa East,Alyx,True,"When I told you that you would be playing fetch, I didnt tell you who would be fetching did I.",262,-1,0.14658955095684484,neutral,0.7784318327903748,neutral
2e,Black Mesa East,Alyx,True,Ok Gordon lets try something else. Throw something bigger dog.,263,3,0.23333539001233472,neutral,0.5567842125892639,neutral
2e,Black Mesa East,Alyx,True,No Dog! No boy put that down! What is it dog?,264,0,0.6283416070984075,negative,0.6618949174880981,negative
2e,Black Mesa East,Alyx,True,Oh my god what was that? Scanners! The combine is sweeping the area! We have to head back to the lab come on Gordon!,265,3,0.19383476542028727,negative,0.6431408524513245,negative
2e,Black Mesa East,Alyx,True,Dad its Alyx are you there?,266,4,0.15037433010221046,neutral,0.893894374370575,neutral
2e,Black Mesa East,Eli,True,Alyx.. Honey,267,4,1.0,neutral,0.8151076436042786,neutral
2e,Black Mesa East,Alyx,True,Whats going on in there?,268,7,1.0,neutral,0.8014856576919556,neutral
2e,Black Mesa East,Eli,True,Where are you Alyx?,269,4,0.306444933839507,neutral,0.9463290572166443,neutral
2e,Black Mesa East,Alyx,True,We are in the scrapyard airlock stuck in a full autocycle.,270,-1,0.21646459459308356,negative,0.4917757213115692,negative
2e,Black Mesa East,Eli,True,Is Gordon still with you?,271,3,0.3894606517520487,neutral,0.9544010758399963,neutral
2e,Black Mesa East,Alyx,True,He is right here.,272,0,1.0,neutral,0.6936429738998413,neutral
2e,Black Mesa East,Eli,True,"Good, I want you two to..",273,0,0.5023181147568049,positive,0.8613078594207764,positive
2e,Black Mesa East,Alyx,True,Dad?,274,0,1.0,neutral,0.8366150856018066,neutral
2e,Black Mesa East,Eli,True,"Take Gordon out of here, head for the coast! Do not go through raven..",275,3,0.4575587965987814,negative,0.6371421217918396,negative
2e,Black Mesa East,Alyx,True,"Dad? Dad! Damn it! Dog open the airlock get us out of here! Hurry now! Tear it apart if you have to, just get it open! Thats enough dog. Come on Gordon! Come on!",276,3,1.0,negative,0.5576871633529663,negative
2e,Black Mesa East,Alyx,True,"Gordon you need to get out of here, I cant leave my father. Dog, take Gordon to the Ravenholm tunnel, then circle around and try to meet up with me.",277,3,0.4645575039469369,negative,0.5648020505905151,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"For it was said that they had become like those peculiar demons which dwell in matter, but in which no light may be found.",278,-1,0.20716876558823388,negative,0.6575407981872559,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"For the days of my life have vanished like smoke, and my bones are parched like ash, and let all my impurities be as fuel for that fire until nothing remains but the light alone.",279,-1,0.16567349293813055,negative,0.5307187438011169,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"May they become like dust before the wind, may the angel of the lord pursue them.",280,-1,0.13927639534248135,neutral,0.5929072499275208,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,"But whos is this? Another life to save? I will keep my eye on you, more than that I cannot promise.",281,1,1.0,neutral,0.5228719711303711,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,Well done brother. Make free us of my traps. But take care not to fall in them yourself. Behind you!,282,2,0.3147173069258035,positive,0.7264642715454102,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,"In Ravenholm, you do well to be vigilant.",283,2,0.389923377637646,neutral,0.5021407604217529,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,"Better and Better! I am Father Gregori, you have already met my, congregation, aha aha ahaaa!",284,2,0.6420352094653752,positive,0.9721631407737732,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,"Ah! It is you brother! I apologize, but no harm done. My bullets are the least of your concerns.",285,2,1.0,negative,0.48753681778907776,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"Although they call me crazy I care not, for thou art my helper my strength, and my savior.",286,-1,0.01308465536463365,positive,0.8308261036872864,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,Here brother! Come closer. You have stirred up hell! A man after my own heart! Here I have a more suitable gun for you. You will need it. Catch!,287,2,1.0,negative,0.43498754501342773,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"Good, now keep it close. My advice to you is..aim for the head. Hush!",288,-1,0.23463018321859858,neutral,0.455832839012146,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,They come! There is no rest in Ravenholm! Move on and I will meet you at the church.,289,2,1.0,neutral,0.5999678373336792,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,How came you here brother? This is the wrong side of town for you! Did I not tell you to seek the church? Mend your ways before it is too late!,290,2,0.6452450965614539,negative,0.9030793309211731,negative
2f,We Don't Go To Ravenholm,Father Gregori,True,"Ah, there you are! At last! I will send the cart for you brother! It will be but a moment! Patience brother! Guard yourself well!",291,2,1.0,positive,0.9310563206672668,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,Almost there brother!,292,0,0.15920164558655212,positive,0.8647606372833252,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,Now brother step into the cart! The handbrake brother release it and come down!,293,0,0.22717769566512191,neutral,0.8014857769012451,neutral
2f,We Don't Go To Ravenholm,Father Gregori,True,"Greetings brother! And so we meet at last. You are to be commended for avoiding my traps. The work of a man who once had too much time on his hands, and now finds time for nothing but the work of salvation. I suspect you have little wish to remain in Ravenholm, so I will show you to the mines. As for me..A shepherd must tend to his flock... Especially when they have grown unruly. Follow me brother, and tread lightly, for this is hallowed ground.",294,2,1.0,positive,0.738792896270752,positive
2f,We Don't Go To Ravenholm,Father Gregori,True,"Farwell brother! I fear I deliver you to a darker place. May the light of lights be with you. Look to your own, salvation.",295,2,0.17137052318721652,negative,0.6297376751899719,negative
2f,We Don't Go To Ravenholm,Citizen,False,Who is hurt?,296,1,0.2481088092363841,negative,0.58293217420578,negative
2f,We Don't Go To Ravenholm,Citizen,False,Winston has been hit.,297,3,0.28962296329973036,neutral,0.7603798508644104,neutral
2f,We Don't Go To Ravenholm,Citizen,False,Patch him up and get him to the back as soon as he is stable.,298,1,0.3788884397046848,neutral,0.8035800457000732,neutral
2f,We Don't Go To Ravenholm,Citizen,False,Gordon Freeman? Its incredible you made it! We have been getting communications from Alyx. I will see if I can reach her again. Follow me.,299,4,1.0,positive,0.9626482129096985,positive
2f,We Don't Go To Ravenholm,Citizen,False,"Its Leon, we are all clear. And I have got Gordon Freeman!",300,1,1.0,positive,0.5228486061096191,positive
2f,We Don't Go To Ravenholm,Citizen,False,Dr. Freeman you are kidding? I have been on the line with Alyx. Her father has been captured.,301,4,1.0,negative,0.7208809852600098,negative
2f,We Don't Go To Ravenholm,Citizen,False,Over here Dr. Freeman.,302,1,0.5333540184780685,neutral,0.8800286054611206,neutral
2f,We Don't Go To Ravenholm,Vortigaunt,True,The Eli Vance is indispensable to the liberation.,303,1,1.0,positive,0.7132136821746826,positive
2f,We Don't Go To Ravenholm,Citizen,False,"Alyx its Leon, and I have got Gordon Freeman with me.",304,4,0.18104295011501184,neutral,0.7689194083213806,neutral
2f,We Don't Go To Ravenholm,Alyx,True,"Gordon! You made it through Ravenholm? Thank god! I need your help! They have taken my father! He has been taken to Nova Prospekt. The vorigaunts tracked the ship that made off with him and Judith Mossman. While the trains are still running I am going to hitch a ride. Here is where you come in Gordon. I need you to make your way along the coast until you get to Nova Prospekt. It used to be a high security prison, its something much worse than that now. But I think it is still easier to sneak in than to break out.",305,2,0.5487541295654926,neutral,0.48565369844436646,neutral
2f,We Don't Go To Ravenholm,Citizen,False,You want him to take the coast road? He wont last five minutes on foot. Its antlion spawning season.,306,-1,0.11652232952446377,negative,0.7448867559432983,negative
2f,We Don't Go To Ravenholm,Alyx,True,Thats why I called you Leon. I was hoping you still had the scout car we left with you last summer. The one my dad rigged with the tau cannon.,307,4,0.11938892620892466,neutral,0.7463688850402832,neutral
2f,We Don't Go To Ravenholm,Citizen,False,"Yeah good idea, hold on a sec.",308,0,0.1577482981121305,positive,0.9204720854759216,positive
2f,We Don't Go To Ravenholm,Citizen,False,"Noriko? Bring the buggy out put it on the dock right now, Gordon Freeman will be driving it!",309,3,0.31975167431820817,neutral,0.7185726761817932,neutral
2f,We Don't Go To Ravenholm,Citizen,False,Will do! I just finished mounting an ammo crate on the back.,310,0,0.09216913268654836,positive,0.5153136253356934,positive
2f,We Don't Go To Ravenholm,Citizen,False,Good timing. Ok Alyx we are all set.,311,4,1.0,positive,0.9325789213180542,positive
2f,We Don't Go To Ravenholm,Alyx,True,"Thanks Leon. Gordon I have not driven the coast in over a year, but I have no reason to think its gotten any safer. Meet me in the depot where the trains unload. Take care of yourself and I will see you in Nova Prospekt.",312,2,1.0,neutral,0.5249553322792053,neutral
2f,We Don't Go To Ravenholm,Citizen,False,"Bye Alyx. Ok doc, before you hit the road you might wanna grab some medkits, restock on ammo, maybe check the map see where you are headed. There is an ammo supply crate on the back of the car if that is any comfort. Stay with the car, make use of the thumpers, and you will stand a fair chance against the antlions. I will radio ahead to let the next base know you are coming.",313,4,0.2616807445564756,neutral,0.7792002558708191,neutral
2g,Highway 17,Citizen,False,"Hello Dr. Freeman, the car is all ready for you. Hop in and I will lower you down to the beach! Good here we go!",314,2,1.0,positive,0.9152082800865173,positive
2g,Highway 17,Citizen,False,Damn magnet is failing! Hold on!,315,6,0.29523548373142255,negative,0.9280607104301453,negative
2g,Highway 17,Citizen,False,Sorry doc!,316,1,1.0,negative,0.5315553545951843,negative
2g,Highway 17,Citizen,False,Gordon Freeman! Hurry get in the basement! We are expecting gunships at any moment. Colonel Cubbage will be glad to see you made it.,317,1,0.16632266334770662,positive,0.7985116243362427,positive
2g,Highway 17,Colonel Cubbage,True,"This steerable rocket launcher is our best bet for taking down a gunship. Ah! Hello, I will be right with you. Now.. where was I? Ah yes.. Using the laser guide, you can steer you rocket past the gunship defenses and prevent it from shooting down your rocket. This will only anger it at first. But if you can survive long enough to make several direct hits, you will be rewarded with a prize worthy of any mantle piece. Now? Who is going to be the lucky one to carry it into combat? Ah yes Gordon Freeman. I could not have asked for a finer volunteer.",318,-1,0.09370309461775192,positive,0.8296036124229431,positive
2g,Highway 17,Colonel Cubbage,True,Colonel Odessa Cubbage at your service.,319,-1,0.1279411416957492,negative,0.6630287170410156,negative
2g,Highway 17,Citizen,False,Gunship!,320,-1,0.18111934758406723,neutral,0.6950169801712036,neutral
2g,Highway 17,Colonel Cubbage,True,"Damn! Let me just send a warning to lighthouse point, then I will come right up and lend a hand!",321,-1,0.029572238664331004,neutral,0.5078637003898621,neutral
2g,Highway 17,Colonel Cubbage,True,"Well thats that. I gather you have disposed of that gunship Dr. Freeman, your reputation is well deserved. I will have someone open the gate for you immediately.",322,1,0.3512272539693135,positive,0.5362140536308289,positive
2h,Sandtraps,Citizen,False,"Hey over here! You made it! We are picking up radio chatter, they are looking for your car. Get you car in the garage.",323,-1,0.2831064054528588,positive,0.6804139018058777,positive
2h,Sandtraps,Citizen,False,"Ok doc you will have to go on foot from here. There is a secret path along the cliffside, but no one is going anywhere until we fight off this attack. Having you here to fight alongside us is going to make a big difference for morale. Oh crap! Here come the dropships!",324,2,1.0,neutral,0.42199626564979553,neutral
2h,Sandtraps,Citizen,False,"This way Dr. Freeman, we will take the cliff path before the gunships find us. Right along there, and watch your step.",325,1,0.16019871950459857,neutral,0.6758995056152344,neutral
2h,Sandtraps,Citizen,False,Hey you there! Dont move! Stay on the rocks! Stepping on the sand makes the antlions crazy!,326,0,0.43086027603700716,neutral,0.4515317678451538,neutral
2h,Sandtraps,Citizen,False,Lazlo dont move!,327,0,0.11304136963958983,negative,0.4753291606903076,negative
2h,Sandtraps,Citizen,False,Dear god! Poor Lazlo. The finest mind of his generation come to such an end. You go on. There is nothing else you can do here.,328,0,0.22922182819312778,negative,0.8872635364532471,negative
2h,Sandtraps,Vortigaunt,True,"The freeman would be wise to heed out extraction of the myrmadonts aromatic pheropods, the process is not entirely hygienic so please, stand aside.",329,1,0.2958656946652747,neutral,0.5578155517578125,neutral
2h,Sandtraps,Vortigaunt,True,The freeman will have need of these on the road ahead. Gather them now.,330,1,0.28867917672551135,neutral,0.7686529159545898,neutral
2j,Entanglement,Alyx,True,"I am glad you made it here in one piece. My dad is up there somewhere, in that holding area. Its gonna take some doing to get him out. Lets get out of here.",331,0,0.35073523513304383,neutral,0.4767431318759918,neutral
2j,Entanglement,Alyx,True,"I am afraid that I am flying blind here. Every now and then a vorigaunt gets captured and sends back a little picture of this place. What we do know, is all bad.",332,2,1.0,negative,0.9123824834823608,negative
2j,Entanglement,Alyx,True,There he is!,333,0,0.6518749266865889,positive,0.8227157592773438,positive
2j,Entanglement,Eli,True,Alyx! Gordon! Is that really you? I cant believe you found me!,334,4,1.0,positive,0.5771928429603577,positive
2j,Entanglement,Alyx,True,Dad are you alright?!,335,0,0.7399860577402665,neutral,0.679542601108551,neutral
2j,Entanglement,Eli,True,Im fine but you have to get out of here.,336,0,0.5302190649118554,neutral,0.5921405553817749,neutral
2j,Entanglement,Alyx,True,We are here to get you out dad!,337,0,0.5673352041549337,neutral,0.5066857933998108,neutral
2j,Entanglement,Eli,True,Nevermind me save yourselves!,338,-1,0.030627756366949414,negative,0.6975936889648438,negative
2j,Entanglement,Alyx,True,No we are not leaving you! I think I can recalibrate the combine portal to get us out of here.,339,-1,0.10154141183857057,neutral,0.5704016089439392,neutral
2j,Entanglement,Eli,True,But where will you go?,340,0,1.0,neutral,0.8117055892944336,neutral
2j,Entanglement,Alyx,True,"I talked to Dr. Kliener, his portal was almost working again. If he has managed to repair it then we will end up there. If he hasnt well... we would not be any worse off.",341,2,1.0,neutral,0.5265730023384094,neutral
2j,Entanglement,Eli,True,Its not worth the risk honey! I cant lost you! Get out while you still can!,342,0,0.3721750806672675,negative,0.8624998331069946,negative
2j,Entanglement,Alyx,True,"We are not leaving here without you, thats final!",343,0,1.0,positive,0.5397626161575317,positive
2j,Entanglement,Eli,True,We cant leave without Judith either.,344,1,1.0,neutral,0.5029274821281433,neutral
2j,Entanglement,Alyx,True,Dont worry dad we will find her. For now I am going to send you to the teleport room. I am not saying goodbye dad. We will meet you there.,345,0,0.6413074880075382,positive,0.5486590266227722,positive
2j,Entanglement,Eli,True,I know you will honey.,346,0,0.47703203629268986,positive,0.8764746189117432,positive
2j,Entanglement,Alyx,True,Lets get out of here. I am going to head back to the security station and try to patch into your suit radio.,347,2,0.44996373483047847,neutral,0.6373577117919922,neutral
2j,Entanglement,Alyx,True,"Hey it worked, lets see what I can do to clear the way for you, keep an eye out for Mossman. I will get my dad through the prison as far as I can then I will catch up to you.",348,8,0.4806680896266793,positive,0.6059582829475403,positive
2j,Entanglement,Alyx,True,Hang on I will get that gate open.,349,0,1.0,neutral,0.701738715171814,neutral
2j,Entanglement,Alyx,True,"Damn! It is jammed ok I have got an idea, head back to that office.",350,-1,0.22319102891392378,neutral,0.43169599771499634,neutral
2j,Entanglement,Alyx,True,Be careful Gordon I am picking up a lot of soldiers ahead.,351,3,0.23158219414971104,neutral,0.7446001172065735,neutral
2j,Entanglement,Alyx,True,"I will start working on this gate, hang on.",352,0,1.0,neutral,0.6249855160713196,neutral
2j,Entanglement,Alyx,True,"You are coming up to another control room, looks like it is still occupied.",353,2,0.3379600118824641,neutral,0.8899889588356018,neutral
2j,Entanglement,Alyx,True,"My guess is that there are a bunch more soldiers heading your way. Quick search the room. There should be some combine turrets nearby. I can reprogram these turrets to attack the enemy. You set them up to defend the control room. I cant shut down those fields from here. I am going to have to catch up with you to access them. I am picking up a lot of incoming soldiers, hold the fort until I get there.",354,2,0.49734348095399655,neutral,0.812807559967041,neutral
2j,Entanglement,Alyx,True,Sorry it took me so long. Glad to see you are okay. Lets see if we can find Mossman. It looks like this station might give me better access.,355,8,1.0,positive,0.7523675560951233,positive
2j,Entanglement,Alyx,True,There she is. Wait a minute. How did she..?,356,3,0.038737476846416145,neutral,0.886223316192627,neutral
2j,Entanglement,Dr. Breen,True,...from your area,357,0,1.0,neutral,0.8800160884857178,neutral
2j,Entanglement,Dr. Mossman,True,"I am not calling about that, you promised you were not going to touch Eli",358,1,0.3677841063248455,negative,0.5847270488739014,negative
2j,Entanglement,Alyx,True,What is she up to? Oh my god.,359,3,0.05513383262211212,negative,0.7938687801361084,negative
2j,Entanglement,Dr. Breen,True,"The soldiers were a bit overzealous I admit, but he was too tempting a prize to turn loose, especially in the absence of Gordon Freeman.",360,1,0.455827491145761,neutral,0.6270337700843811,neutral
2j,Entanglement,Dr. Mossman,True,You would have had Freeman if you had just been patient and waited for my signal.,361,1,1.0,neutral,0.5666141510009766,neutral
2j,Entanglement,Dr. Breen,True,"We were not entirely sure you were ever going to get around to that, human loyalties being what they are.",362,-1,0.05013604200775294,negative,0.5177628397941589,negative
2j,Entanglement,Dr. Mossman,True,"Dr. Breen, as I have stated before you have to let Eli come around on his own, you cannot just..",363,1,0.1190003565217222,neutral,0.8228100538253784,neutral
2j,Entanglement,Dr. Breen,True,I have known Dr. Vance far longer than you my dear. I am afraid your feelings for him might have blinded you.,364,1,0.19587990927250395,negative,0.5696550607681274,negative
2j,Entanglement,Dr. Mossman,True,Feelings? This has nothing to do with feelings. It is a simple truth that when Eli believes in our..,365,1,1.0,neutral,0.7040672898292542,neutral
2j,Entanglement,Dr. Breen,True,This is not open to debate Dr. Mossman.,366,8,0.11245308526695418,negative,0.5713897943496704,negative
2j,Entanglement,Dr. Mossman,True,Doctor please..,367,1,1.0,neutral,0.6203485131263733,neutral
