chapter_id,character,text,sentiment,sentiment_score
2f,Father Gregori,"Good, now keep it close. My advice to you is..aim for the head. Hush!",neutral,0.455832839012146
2f,Father Gregori,They come! There is no rest in Ravenholm! Move on and I will meet you at the church.,neutral,0.5999678373336792
2f,Father Gregori,How came you here brother? This is the wrong side of town for you! Did I not tell you to seek the church? Mend your ways before it is too late!,negative,0.9030793309211731
2f,Father Gregori,"Ah, there you are! At last! I will send the cart for you brother! It will be but a moment! Patience brother! Guard yourself well!",positive,0.9310563206672668
2f,Father Gregori,Almost there brother!,positive,0.8647606372833252
2f,Father Gregori,Now brother step into the cart! The handbrake brother release it and come down!,neutral,0.8014857769012451
2f,Father Gregori,"Greetings brother! And so we meet at last. You are to be commended for avoiding my traps. The work of a man who once had too much time on his hands, and now finds time for nothing but the work of salvation. I suspect you have little wish to remain in Ravenholm, so I will show you to the mines. As for me..A shepherd must tend to his flock... Especially when they have grown unruly. Follow me brother, and tread lightly, for this is hallowed ground.",positive,0.738792896270752
2f,Father Gregori,"Farwell brother! I fear I deliver you to a darker place. May the light of lights be with you. Look to your own, salvation.",negative,0.6297376751899719
2f,Citizen,Who is hurt?,negative,0.58293217420578
2f,Citizen,Winston has been hit.,neutral,0.7603798508644104
2f,Citizen,Patch him up and get him to the back as soon as he is stable.,neutral,0.8035800457000732
2f,Citizen,Gordon Freeman? Its incredible you made it! We have been getting communications from Alyx. I will see if I can reach her again. Follow me.,positive,0.9626482129096985
2f,Citizen,"Its Leon, we are all clear. And I have got Gordon Freeman!",positive,0.5228486061096191
2f,Citizen,Dr. Freeman you are kidding? I have been on the line with Alyx. Her father has been captured.,negative,0.7208809852600098
2f,Citizen,Over here Dr. Freeman.,neutral,0.8800286054611206
2f,Vortigaunt,The Eli Vance is indispensable to the liberation.,positive,0.7132136821746826
2f,Citizen,"Alyx its Leon, and I have got Gordon Freeman with me.",neutral,0.7689194083213806
2f,Alyx,"Gordon! You made it through Ravenholm? Thank god! I need your help! They have taken my father! He has been taken to Nova Prospekt. The vorigaunts tracked the ship that made off with him and Judith Mossman. While the trains are still running I am going to hitch a ride. Here is where you come in Gordon. I need you to make your way along the coast until you get to Nova Prospekt. It used to be a high security prison, its something much worse than that now. But I think it is still easier to sneak in than to break out.",neutral,0.48565369844436646
2f,Citizen,You want him to take the coast road? He wont last five minutes on foot. Its antlion spawning season.,negative,0.7448867559432983
2f,Alyx,Thats why I called you Leon. I was hoping you still had the scout car we left with you last summer. The one my dad rigged with the tau cannon.,neutral,0.7463688850402832
2f,Citizen,"Yeah good idea, hold on a sec.",positive,0.9204720854759216
2f,Citizen,"Noriko? Bring the buggy out put it on the dock right now, Gordon Freeman will be driving it!",neutral,0.7185726761817932
2f,Citizen,Will do! I just finished mounting an ammo crate on the back.,positive,0.5153136253356934
2f,Citizen,Good timing. Ok Alyx we are all set.,positive,0.9325789213180542
2f,Alyx,"Thanks Leon. Gordon I have not driven the coast in over a year, but I have no reason to think its gotten any safer. Meet me in the depot where the trains unload. Take care of yourself and I will see you in Nova Prospekt.",neutral,0.5249553322792053
2f,Citizen,"Bye Alyx. Ok doc, before you hit the road you might wanna grab some medkits, restock on ammo, maybe check the map see where you are headed. There is an ammo supply crate on the back of the car if that is any comfort. Stay with the car, make use of the thumpers, and you will stand a fair chance against the antlions. I will radio ahead to let the next base know you are coming.",neutral,0.7792002558708191
2g,Citizen,"Hello Dr. Freeman, the car is all ready for you. Hop in and I will lower you down to the beach! Good here we go!",positive,0.9152082800865173
2g,Citizen,Damn magnet is failing! Hold on!,negative,0.9280607104301453
2g,Citizen,Sorry doc!,negative,0.5315553545951843
2g,Citizen,Gordon Freeman! Hurry get in the basement! We are expecting gunships at any moment. Colonel Cubbage will be glad to see you made it.,positive,0.7985116243362427
2g,Colonel Cubbage,"This steerable rocket launcher is our best bet for taking down a gunship. Ah! Hello, I will be right with you. Now.. where was I? Ah yes.. Using the laser guide, you can steer you rocket past the gunship defenses and prevent it from shooting down your rocket. This will only anger it at first. But if you can survive long enough to make several direct hits, you will be rewarded with a prize worthy of any mantle piece. Now? Who is going to be the lucky one to carry it into combat? Ah yes Gordon Freeman. I could not have asked for a finer volunteer.",positive,0.8296036124229431
2g,Colonel Cubbage,Colonel Odessa Cubbage at your service.,negative,0.6630287170410156
2g,Citizen,Gunship!,neutral,0.6950169801712036
2g,Colonel Cubbage,"Damn! Let me just send a warning to lighthouse point, then I will come right up and lend a hand!",neutral,0.5078637003898621
2g,Colonel Cubbage,"Well thats that. I gather you have disposed of that gunship Dr. Freeman, your reputation is well deserved. I will have someone open the gate for you immediately.",positive,0.5362140536308289
2h,Citizen,"Hey over here! You made it! We are picking up radio chatter, they are looking for your car. Get you car in the garage.",positive,0.6804139018058777
2h,Citizen,"Ok doc you will have to go on foot from here. There is a secret path along the cliffside, but no one is going anywhere until we fight off this attack. Having you here to fight alongside us is going to make a big difference for morale. Oh crap! Here come the dropships!",neutral,0.42199626564979553
2h,Citizen,"This way Dr. Freeman, we will take the cliff path before the gunships find us. Right along there, and watch your step.",neutral,0.6758995056152344
2h,Citizen,Hey you there! Dont move! Stay on the rocks! Stepping on the sand makes the antlions crazy!,neutral,0.4515317678451538
2h,Citizen,Lazlo dont move!,negative,0.4753291606903076
2h,Citizen,Dear god! Poor Lazlo. The finest mind of his generation come to such an end. You go on. There is nothing else you can do here.,negative,0.8872635364532471
2h,Vortigaunt,"The freeman would be wise to heed out extraction of the myrmadonts aromatic pheropods, the process is not entirely hygienic so please, stand aside.",neutral,0.5578155517578125
2h,Vortigaunt,The freeman will have need of these on the road ahead. Gather them now.,neutral,0.7686529159545898
2j,Alyx,"I am glad you made it here in one piece. My dad is up there somewhere, in that holding area. Its gonna take some doing to get him out. Lets get out of here.",neutral,0.4767431318759918
2j,Alyx,"I am afraid that I am flying blind here. Every now and then a vorigaunt gets captured and sends back a little picture of this place. What we do know, is all bad.",negative,0.9123824834823608
2j,Alyx,There he is!,positive,0.8227157592773438
2j,Eli,Alyx! Gordon! Is that really you? I cant believe you found me!,positive,0.5771928429603577
2j,Alyx,Dad are you alright?!,neutral,0.679542601108551
2j,Eli,Im fine but you have to get out of here.,neutral,0.5921405553817749
2j,Alyx,We are here to get you out dad!,neutral,0.5066857933998108
2j,Eli,Nevermind me save yourselves!,negative,0.6975936889648438
2j,Alyx,No we are not leaving you! I think I can recalibrate the combine portal to get us out of here.,neutral,0.5704016089439392
2j,Eli,But where will you go?,neutral,0.8117055892944336
2j,Alyx,"I talked to Dr. Kliener, his portal was almost working again. If he has managed to repair it then we will end up there. If he hasnt well... we would not be any worse off.",neutral,0.5265730023384094
2j,Eli,Its not worth the risk honey! I cant lost you! Get out while you still can!,negative,0.8624998331069946
2j,Alyx,"We are not leaving here without you, thats final!",positive,0.5397626161575317
2j,Eli,We cant leave without Judith either.,neutral,0.5029274821281433
2j,Alyx,Dont worry dad we will find her. For now I am going to send you to the teleport room. I am not saying goodbye dad. We will meet you there.,positive,0.5486590266227722
2j,Eli,I know you will honey.,positive,0.8764746189117432
2j,Alyx,Lets get out of here. I am going to head back to the security station and try to patch into your suit radio.,neutral,0.6373577117919922
2j,Alyx,"Hey it worked, lets see what I can do to clear the way for you, keep an eye out for Mossman. I will get my dad through the prison as far as I can then I will catch up to you.",positive,0.6059582829475403
2j,Alyx,Hang on I will get that gate open.,neutral,0.701738715171814
2j,Alyx,"Damn! It is jammed ok I have got an idea, head back to that office.",neutral,0.43169599771499634
2j,Alyx,Be careful Gordon I am picking up a lot of soldiers ahead.,neutral,0.7446001172065735
2j,Alyx,"I will start working on this gate, hang on.",neutral,0.6249855160713196
2j,Alyx,"You are coming up to another control room, looks like it is still occupied.",neutral,0.8899889588356018
2j,Alyx,"My guess is that there are a bunch more soldiers heading your way. Quick search the room. There should be some combine turrets nearby. I can reprogram these turrets to attack the enemy. You set them up to defend the control room. I cant shut down those fields from here. I am going to have to catch up with you to access them. I am picking up a lot of incoming soldiers, hold the fort until I get there.",neutral,0.812807559967041
2j,Alyx,Sorry it took me so long. Glad to see you are okay. Lets see if we can find Mossman. It looks like this station might give me better access.,positive,0.7523675560951233
2j,Alyx,There she is. Wait a minute. How did she..?,neutral,0.886223316192627
2j,Dr. Breen,...from your area,neutral,0.8800160884857178
2j,Dr. Mossman,"I am not calling about that, you promised you were not going to touch Eli",negative,0.5847270488739014
2j,Alyx,What is she up to? Oh my god.,negative,0.7938687801361084
2j,Dr. Breen,"The soldiers were a bit overzealous I admit, but he was too tempting a prize to turn loose, especially in the absence of Gordon Freeman.",neutral,0.6270337700843811
2j,Dr. Mossman,You would have had Freeman if you had just been patient and waited for my signal.,neutral,0.5666141510009766
2j,Dr. Breen,"We were not entirely sure you were ever going to get around to that, human loyalties being what they are.",negative,0.5177628397941589
2j,Dr. Mossman,"Dr. Breen, as I have stated before you have to let Eli come around on his own, you cannot just..",neutral,0.8228100538253784
2j,Dr. Breen,I have known Dr. Vance far longer than you my dear. I am afraid your feelings for him might have blinded you.,negative,0.5696550607681274
2j,Dr. Mossman,Feelings? This has nothing to do with feelings. It is a simple truth that when Eli believes in our..,neutral,0.7040672898292542
2j,Dr. Breen,This is not open to debate Dr. Mossman.,negative,0.5713897943496704
2j,Dr. Mossman,Doctor please..,neutral,0.6203485131263733
2j,Dr. Breen,So sorry Judith I am all out of time.,negative,0.9032807946205139
2j,Alyx,Damn her! I dont believe this! Come on Gordon now we really have to hurry. Go on ahead I will disrupt the next level of security and will catch up to you when I can.,negative,0.8825495839118958
2j,Alyx,"Quick get these set up, I see soldiers coming in from all directions.",neutral,0.7501019835472107
2j,Alyx,Here they come!,neutral,0.5408507585525513
2j,Alyx,Ok Gordon I am going to leave off here and catch up with you. be there as soon as I can.,neutral,0.6910508275032043
2j,Alyx,"Sorry to take so long Gordon, I wont leave you again, now, lets go track down Mossman.",neutral,0.44373637437820435
2j,Alyx,uh-oh,neutral,0.700893223285675
2j,Alyx,Great another security station.,positive,0.886181652545929
2j,Alyx,Alright Mossman where are you...,neutral,0.8578623533248901
2j,Alyx,Ha! There you are!,positive,0.6777061820030212
2j,Alyx,Ha! Got you now! Well come on Gordon we dont want to keep her waiting.,neutral,0.471415251493454
2j,Alyx,Come on Gordon! Let me seal this door. No turning back now.,neutral,0.4760403037071228
2j,Alyx,There she is. Leave the talking to me Gordon. We may need her to get out of here.,negative,0.5530412793159485
2j,Dr. Mossman,Hello? Oh thank god.. Someone is here. Alyx? Gordon? How did you get in here?,positive,0.8640159368515015
2j,Alyx,We know all about you and Breen. You have been a spy for the combine the whole time.,negative,0.5708944797515869
2j,Dr. Mossman,What? What are you talking about?,neutral,0.6664333939552307
2j,Alyx,"Dammit, move back Mossman we are coming in.",negative,0.6492029428482056
2j,Dr. Mossman,Alyx whatever you may think I assure you I am working to protect your father.,positive,0.600365161895752
2j,Alyx,Shut up and be glad you are still of some use to us! We are going to reconfigure this teleport and get the hell out of here.,negative,0.7188023924827576
2j,Dr. Mossman,You see we are working to the same end. I have already modulated the teleporter to emulate a xen relay.,neutral,0.6649529933929443
2j,Alyx,That is my fathers work you stole!,negative,0.8630163669586182
2j,Dr. Mossman,Its my work to! And I had to prove to Dr. Breen that your father would be the most valuable member of any research effort going forward from here.,positive,0.895140528678894
2j,Alyx,Enough of your bullshit!,negative,0.8939067721366882
2j,Alyx,"Look Gordon there is my dad, I am going to bring him in.",positive,0.6259129643440247
2j,Dr. Mossman,You found Eli?,neutral,0.8949075937271118
2j,Alyx,No thanks to you! Just enter the coordinates for Dr. Klieners lab and lets get moving.,neutral,0.5226424336433411
2j,Dr. Mossman,But we need access to the teleport platform and we are locked out.,negative,0.6944386959075928
2j,Alyx,I will take care of that.,neutral,0.7354931831359863
2j,Alyx,Lets get going.,positive,0.5408344268798828
2j,Alyx,Oh my god. And you have been working with this thing? For how long?,negative,0.8598684072494507
2j,Dr. Mossman,Never.. Until now. Though I did have a fairly good idea of what to expect.,neutral,0.6476721167564392
2j,Alyx,I bet you did. It looks like it is waiting for us.,positive,0.5776242613792419
2j,Dr. Mossman,"The combine use a peculiar pulse-forming network with a very long rise time, It takes quite a while to recharge.",neutral,0.5197761058807373
2j,Alyx,So you have warmed it up for us. Good. And just in time.,positive,0.9542748928070068
2j,Alyx,Dad down here. Sorry we took so long I hope that was not too bad for you.,negative,0.5597456693649292
2j,Eli,Do not worry about me sweetheart. Judith! I see they set you free!,positive,0.7324312329292297
2j,Alyx,Not exactly.,neutral,0.7467569708824158
2j,Dr. Mossman,Eli! I was so worried about you!,negative,0.4945257604122162
2j,Alyx,The coordinates Dr. Mossman.,neutral,0.8843340277671814
2j,Eli,"So this is the combine portal, It is smaller than I imagined.",neutral,0.6137807965278625
2j,Alyx,Hurry up Mossman!,neutral,0.4698447287082672
2j,Alyx,Dr. Kleiner!,positive,0.5002434253692627
2j,Dr. Kleiner,Yes Alyx where are you?,neutral,0.8587340712547302
2j,Alyx,"We are in Nova Prospekt, and we are running the Xen emulation for the first time. Are you ready for us?",positive,0.5142902731895447
2j,Dr. Kleiner,Ready! Willing! And fully enabled!,positive,0.8655973672866821
2j,Alyx,"Good we will send my dad through first, he is in position for...",positive,0.736541748046875
2j,Alyx,What was that? Hold on gotta bring this back down.,negative,0.5248934030532837
2j,Alyx,No! Stop! What are you doing!,negative,0.8882595896720886
2j,Dr. Mossman,"I am sorry Alyx, it is the only way.",negative,0.7933111786842346
2j,Alyx,No! Get back here!,neutral,0.4694858491420746
2j,Eli,Whats going on Alyx? Judith?,neutral,0.8114601373672485
2j,Alyx,Dr. Kliener you have to stop them!,negative,0.4675600528717041
2j,Dr. Kleiner,Stop who my dear?,neutral,0.5876867771148682
2j,Alyx,Oh my god! What coordinates are these? Where did she take him!,negative,0.7188702821731567
2j,Alyx,No.. Cover me Gordon I have to reset the portal. Use the turrets!,neutral,0.6397923231124878
2j,Alyx,Thank god it is done lets get the hell out of here!,negative,0.7191939949989319
2j,Alyx,My god we made it! But where is Dr. Kliener?,positive,0.9138181805610657
2j,Alyx,Dr. Kliener let us out!,neutral,0.5864759087562561
2j,Dr. Kleiner,Aylx? Gordon? My god how did you get here and when?,negative,0.6244786977767944
2j,Alyx,What is wrong?,negative,0.6692633032798767
2j,Dr. Kleiner,"My dear, I had given up hope of ever seeing you again.",negative,0.8540575504302979
2j,Alyx,I was thinking the same. I think the teleport exploded just as we made it out.,neutral,0.528050422668457
2j,Dr. Kleiner,Indeed it did. And the repercussions were felt far and wide.. but that was over a week ago.,negative,0.7777736783027649
2j,Alyx,What do you mean? Gordon and I were just there a minute ago.,neutral,0.8820453882217407
2j,Dr. Kleiner,Fascinating. We seem to have developed a slow teleport. This suggests an entirely new line of investigation.,positive,0.7062888145446777
2j,Alyx,A week..? Then what have we missed?,neutral,0.6082028150558472
2j,Dr. Kleiner,A great deal my dear. The blow you struck at Nova Prospekt was taken as a signal to start the uprising.,positive,0.8246325850486755
2j,Alyx,But what about my father?,neutral,0.7566311359405518
2j,Dr. Kleiner,Well.. that is most disturbing. According to the vorigaunts he is a prisoner at the citadel.,negative,0.9034242033958435
2j,Alyx,We have got to get my father out.,negative,0.698290228843689
2j,Dr. Kleiner,Barney has been leading a push with that very aim in mind. And another of your friends arrived several days ago.,neutral,0.6760907769203186
2j,Alyx,Dog! You made it!,positive,0.9543574452400208
2j,Dr. Kleiner,So there. You see? Its not all hopeless.,neutral,0.5401646494865417
2j,Alyx,I wish I shared your optimism doctor.,positive,0.6123330593109131
2j,Barney,Doc come in.. are you there?,neutral,0.9322868585586548
2j,Dr. Kleiner,Yes barney and I am no longer alone. Alyx and Gordon have just arrived.,neutral,0.5455276966094971
2j,Barney,"Well man thats good news, I almost gave you guys up for lost. We are going to set up a staging area for the attack on the citadel.",positive,0.8666367530822754
2j,Alyx,Gordon and dog can head your way. I want to get Dr. Kliener somewhere safer.,neutral,0.6124178767204285
2j,Barney,I will take all the help I can get. Oh crap! Incoming!,negative,0.4546290636062622
2j,Barney,Get going!,positive,0.5439832210540771
2j,Anti,Citizen One,neutral,0.832388162612915
2j,Resistance,"Well Gordon Freeman, and about time to",positive,0.5001124739646912
2j,Resistance,Gordon you are here!,positive,0.6863253712654114
2j,Resistance,Dr. Freeman we are coming with you,neutral,0.5702335238456726
2j,Resistance,"Gordon Freeman? It is you isnt it! Give me a minute, Im gonna plant some charges and blow this open.",negative,0.820364773273468
2j,Resistance,Looks nasty in there! Good thing you have that suit!,negative,0.8654178977012634
2j,Resistance,"I see you made it through okay, I figured you would.",positive,0.8372730016708374
2j,Resistance,Dr. Freeman? It is not safe here anymore. They are shelling the hell out of us. I will send word you are coming up ahead. Keep moving.,negative,0.8622549772262573
2j,Alyx,"Gordon! I had a feeling I would find you here. I have got Dr. Kliener in a safe spot. Now we can join up with Barney. There is a command center downstairs, I am hoping to find information on generator locations. Ready? Lets go.",positive,0.8139021396636963
2j,Alyx,"Well we are in luck, there is a generator in the square outside. We are trying to disable as many as we can to loosen the combines grip on the city. It will take me a few minutes to expose the core, then I will need you to hit it with a burst from the gravity gun. In the meantime watch my back.",neutral,0.48847246170043945
2j,Alyx,"This should not take too long. As soon as it is down, I will open that gate and we can get out of here.",neutral,0.651358425617218
2j,Alyx,Ok the core is exposed. Use the gravity gun Gordon!,neutral,0.6189849376678467
2j,Alyx,"All right, I am opening the gate.",neutral,0.5891759991645813
2j,Alyx,"Ok, Barney should be on the far side of that...canal. Well there used to be a bridge here. Let me see if I can scout a new path. Ah! Wait for me here.",neutral,0.6853511333465576
2j,Alyx,Hey! Looks like we might be able to get through down there! Lets head that way!,positive,0.9252138733863831
2j,Alyx,Ah! No! Gordon! Run! Get out of here!,negative,0.822161078453064
2l,Resistance,"Dr. Freeman! Barney said you were on your way. We got split up by snipers, and he is pinned down in a warehouse up ahead. Go ahead, he is relying on you.",neutral,0.5820844769477844
2l,Resistance,"Help! Is somebody up there? Help! Help me! We thought we would be safer down here. Little did we know the place was infested. The rest of them headed upstairs, took their chances with the snipers. I guess they are still up there.",negative,0.6782311201095581
2l,Barney,"Over here! Gordon I cant move, these snipers have got me pinned down. Gordon lob a couple grenades, that will clear them out.",negative,0.8565912246704102
2l,Barney,"Alright, thanks Gordon, now lets clear out of here.",neutral,0.5751928687095642
2l,Barney,Let me get this gate. My Civil Protection status still gives me limited clearance. Did you hear a cat just now? That damn thing haunts me.,negative,0.9148849844932556
2l,Barney,"There is an old building up ahead. A bank or museum or something like that. Whatever the hell it used to be, now it is a nexus for Overwatch in City 17. It is the main source of pain for this part of town, thanks to a huge suppression device that rains down hell from the roof of the place.",negative,0.9078315496444702
2l,Barney,"There it is, the Overwatch nexus. Looks like they are mobilizing",positive,0.5833492875099182
2l,Big,"time. You can sort of see the gate from here. I will show you when we get to street level. We have to get into that building to open the gate. Even then the suppression device will, suppress anyone who tries to come through unless we shut it down.",neutral,0.911099910736084
2l,Barney,So much for stealth. We have been spotted!,neutral,0.4278641939163208
2l,Barney,There is the gate I was telling you about. We have to come back here after we get it open. If we get it open. First we gotta get into the nexus building.,neutral,0.9102008938789368
2l,Barney,"Uh-oh, turrets. You have the HEV suit, you deal with them. Then I will open the door.",neutral,0.8135841488838196
2l,Barney,"Wow, with that much security there must be something good in there. Go for it doc. I will wait here until you shut I down.",positive,0.8502268195152283
2l,Barney,"Ah here it is, roof access. I am going to stay here and help other resistance members come through.",neutral,0.5056785345077515
2l,Resistance,"Dr. Freeman! Since you shut off the suppressor and opened the gate, we can really move people through now. The combine is really going to feel the squeeze! We dropped a crate of rockets across the plaza. If you can make it there you can take down the striders.",positive,0.6566083431243896
2l,Barney,Dog! Here boy! Dog come back here! Damn it all! Gordon! Hey help me out here!,negative,0.5621482729911804
2l,Barney,"Dog came crashing through the plaza, knocking over walls, I think he is looking for Alyx. He seems to have it set in his mind that she is in the citadel. I figured Alyx would not want him getting into any deeper trouble but hell, you try stopping him.",negative,0.48885369300842285
2l,Barney,Hey dog! Not there! You cannot get through that way!,negative,0.8809237480163574
2l,Barney,"Well I will be dammed. I think he wants you to go through Gordon, you had better hurry.",negative,0.8364464640617371
2l,Barney,"And if you see Dr. Breen, tell him I said f--- -ou!*",negative,0.53290194272995
2n,Dr. Mossman,"I will take him from here. Dont struggle, its no use. Until you are where he wants you there is nothing you can do. I am sorry Gordon.",negative,0.5977106690406799
2n,Dr. Breen,"..ancient stars colonized by sentient fungi. Gas giants, inhabited by vast meteorological intelligences. Worlds stretched thin across the membranes where dimensions intersect...Impossible to describe with our limited vocabulary!",neutral,0.5289104580879211
2n,Eli,"What I have seen is also beyond words Breen. Genocide, indescribable evil...Good god.",negative,0.9316456317901611
2n,Dr. Breen,Well if it isnt Gordon Freeman at last.,negative,0.5957245230674744
2n,Dr. Breen,Oh what is this? Put it over there.,neutral,0.5310362577438354
2n,Dr. Breen,"You have my gratitude Dr. Freeman, first you lead me to the doorstep of my oldest friend, then you deliver yourself. If I had known you were going to come straight up to my office I would not have bothered hunting you in the first place. Having both of you in my keeping ensures I can dictate the terms of any bargain I care to make with the Combine.",positive,0.805435836315155
2n,Dr. Mossman,Dr. Breen..Wallace..,neutral,0.8689859509468079
2n,Dr. Breen,Yes what is it Judith?,neutral,0.8189682364463806
2n,Dr. Mossman,The bargain we should be making is for his life so he can continue his research!,neutral,0.6578496098518372
2n,Dr. Breen,Thanks to you we have everything we need in that regard. You are more than qualified to finish his research yourself. What neither you nor I can do is convince that rabble in the streets to give up their senseless struggle. Yet Eli refuses to speak the words that would save them all.,positive,0.5696649551391602
2n,Eli,Save them?! For what?!,negative,0.7733786702156067
2n,Dr. Breen,"Eli.. If you will not do this for the good of all people, maybe you will do it for one of them.",neutral,0.4726145267486572
2n,Eli,Alyx..Honey..,neutral,0.736144483089447
2n,Alyx,Dad! Huh.. Gordon? No..,neutral,0.6119140386581421
2n,Eli,God damn you Breen! You let her go!,negative,0.9472070932388306
2n,Dr. Breen,That is all up to you my old friend. Will you let your stubborn short sightedness doom the entire species? Or will you give your child the chance her mother never had?,negative,0.9151471853256226
2n,Alyx,How dare you even mention her!,negative,0.9098394513130188
2n,Dr. Breen,Alyx my dear you have your mothers eyes. But your fathers stubbornness.,neutral,0.48686715960502625
2n,Alyx,You have not seen a bit of it yet.,neutral,0.7008523941040039
2n,Dr. Breen,"Really? Well lets see how it serves you, on the far side of a combine portal.",negative,0.642581582069397
2n,Eli,"Go ahead Breen! If that is the worst you can do, send us through your portal.",negative,0.5090236663818359
2n,Dr. Breen,Oh it is hardly the worst. But you might find that hard to believe once you get there.,negative,0.5488812923431396
2n,Dr. Mossman,It isnt necessary!,neutral,0.5538369417190552
2n,Dr. Breen,I agree it is a total waste. Fortunately the resistance has shown it is willing to accept a new leader. And this one has proven to be a fine pawn for those who control him.,negative,0.6668078899383545
2n,Eli,No!,neutral,0.4806743264198303
2n,Alyx,Dont listen to him Gordon!,negative,0.8476679921150208
2n,Dr. Breen,How about it Dr. Freeman? Did you realize your contract was open to the highest bidder?,neutral,0.8108814358711243
2n,Alyx,Gordon would never make any kind of deal with you!,negative,0.8224644064903259
2n,Dr. Breen,I understand if you dont wish to discuss this in front of your friends. I will send them on their way and then we can talk openly.,neutral,0.7023317813873291
2n,Eli,Dont struggle honey.,neutral,0.4890301525592804
2n,Alyx,Dad.. Im so sorry.,negative,0.8885142803192139
2n,Eli,Alyx..sweetheart.,positive,0.9543619751930237
2n,Dr. Breen,"Judith, what do you think you are doing?",neutral,0.8048146367073059
2n,Dr. Mossman,We are doing what I could never do alone. We are stopping you.,neutral,0.5562373995780945
2n,Alyx,Yes!,positive,0.7045764923095703
2n,Dr. Breen,Guards! Get in here!,neutral,0.5994037985801697
2n,Dr. Breen,"They know you betrayed them, they will turn on you, Judith.. Dr. Mossman please!",negative,0.8541058301925659
2n,Dr. Mossman,"I am sorry Wallace, you are all out of time.",negative,0.9112686514854431
2n,Dr. Mossman,Dont!,neutral,0.5891574025154114
2n,Alyx,Hurry! Dad hang on!,positive,0.6679207682609558
2n,Dr. Breen,You fool!,negative,0.7290684580802917
2n,Alyx,Watch out he is gonna..,neutral,0.8093481659889221
2n,Dr. Breen,No!,neutral,0.4806743264198303
2n,Alyx,Dad!,positive,0.8921413421630859
2n,Eli,Oh no no no. Dont worry about me honey.,negative,0.845503568649292
2n,Dr. Mossman,"There is no time Alyx, he is on his way to the portal. You will need this.",neutral,0.5807424187660217
2n,Alyx,Dr. Mossman..Judith.. Look after my father.,neutral,0.7442147731781006
2n,Dr. Mossman,Dont you worry.,neutral,0.6365271210670471
2n,Alyx,Dad I am not saying goodbye.,neutral,0.6414470076560974
2n,Eli,Never.,neutral,0.4803040325641632
2n,Alyx,"Come on Gordon, lets go.",neutral,0.5612375736236572
2n,Alyx,"Gordon.. We have not known each other very long, but I know you did not have to do this. I had to rescue my father, but you.. well.. thanks for coming after me.",neutral,0.5595464706420898
2n,Alyx,Hey listen!,positive,0.5173373222351074
2n,Dr. Breen,"It is me you should be concerned about, I can still deliver earth but not without your help.",neutral,0.595251739025116
2n,Alyx,That is him!,positive,0.6175968647003174
2n,Dr. Breen,"The portal destination is untenable surely you can set the relay destination elsewhere. There is no way I can survive in that environment. A host body? You must be joking, there is no way I can possibly..",negative,0.8882622122764587
2n,Alyx,There he is!,positive,0.8227157592773438
2n,Dr. Breen,Oh alright dammit if that is what it takes. Just hurry! He is right behind me!,neutral,0.36019980907440186
2n,Dr. Breen,Oh shit!,positive,0.35831519961357117
2n,Alyx,Dammit! Not again! Huh! The gravity gun! He does not have a clue does he? I wonder where he is going.,negative,0.920181393623352
2n,Alyx,Oh my god! This is the dark fusion reactor. It powers their tunneling entanglement device. We will never have a chance like this again. We have to stop him!,negative,0.8915116190910339
2n,Alyx,"I cannot shut it down, looks like he has turned control over to the other side. You will have to go into the core and do what you can. Get into the elevator and I will let you in. Do not forget to charge up your suit.",neutral,0.7354089617729187
2n,Alyx,Its Dr. Breen! There he is!,positive,0.6559647917747498
2n,Dr. Breen,"Dr. Freeman, you really should not be out there. At the moment of synapse as I teleport this chamber will be bathed in deadly particles that have yet to be named by human science. Perhaps when I have the leisure to do the work myself, I will name one after you. That way you will not be completely forgotten. When the singularity collapses, I will be far away from here, in another universe in fact. You on the other hand will be destroyed in every way possible, and even some essentially impossible.",negative,0.8119685649871826
2n,Alyx,"What the hell? Oh no, combine soldiers, where did they come from?",negative,0.9218660593032837
2n,Dr. Breen,"I do not know what you can possibly hope to achieve, apart from your own annihilation.",negative,0.9306649565696716
2n,Alyx,Do not listen to him Gordon!,negative,0.8310840129852295
2n,Dr. Breen,I warned you this was futile.,negative,0.7645629644393921
2n,Alyx,He is bluffing Gordon. Do not listen to him!,negative,0.7274323105812073
2n,Alyx,"Great! Oh no, Breen has started his ascent! Hurry Gordon before he escapes!",positive,0.6271290183067322
2n,Dr. Breen,I could have told you that was pointless Dr. Freeman.,negative,0.8653588891029358
2n,Alyx,Go Gordon!,positive,0.8633858561515808
2n,Dr. Breen,Are you still with us Dr. Freeman? Not for much longer I think.,neutral,0.9260891079902649
2n,Alyx,"Oh my god, the portal is opening!",positive,0.8589202761650085
2n,Dr. Breen,I hope you have said your farewells.,neutral,0.7523230314254761
2n,Dr. Breen,"Go back Freeman, you have no idea what you are doing!",negative,0.8806765675544739
2n,Dr. Breen,"You do not know what you will unleash, you could bring down this whole citadel. Think, man, think of the people below!",negative,0.9232704043388367
2n,Dr. Breen,NO! You need me!,neutral,0.5280365347862244
2n,Alyx,Yes!,positive,0.7045764923095703
2n,Alyx,"Yeah! You did it! Come on Gordon we have got to get out of here, maybe we still have...",positive,0.7604190111160278
